date       spot    future
2012-10-1	90.13 	92.1
2012-7-1	87.33 	89.87
2012-4-1	100.04 	102.67
2012-1-1	102.56 	100.59
2011-10-1	81.89 	88.34
2011-7-1	97.33 	95.93
2011-4-1	109.53 	107.12
2011-1-1	89.17 	91.38
2010-10-1	75.72 	83.08
2010-7-1	76.32 	76.01
2010-4-1	84.29 	81.45
2010-1-1	78.33 	79.02
2009-10-1	76.61 	79.61
2009-7-1	64.15 	63.56
2009-4-1	49.65 	50.33
2009-1-1	41.71 	36.51
2008-10-1	85.80 	71.85
2008-7-1	133.37 	128.88
2008-4-1	112.58 	116.69
2008-1-1	92.97 	90.57
